STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/02/20,4.92,,0,0,0,,72,62,240,230,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/03/20,4.92,,0,0,0,,73,59,240,280,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/04/20,4.47,,0,0,0,,76,60,220,230,14.1,17,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/05/20,3.8,,0,0,0,,80,61,220,240,13,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/06/20,3.8,,0,0,0,,78,62,230,240,12.1,16.1,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/07/20,4.7,,0,0,0,,75,62,230,240,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/08/20,4.47,,0,0,0,,73,60,220,220,12.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/09/20,4.47,,0,0,0,,75,61,230,240,13,17,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/10/20,4.47,,0,0,0,,76,62,270,240,12.1,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/11/20,4.7,,0,0,0,,80,63,230,260,14.1,18.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/12/20,4.47,,0,0,0,,81,65,220,220,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/13/20,4.47,,0,0,0,,77,63,220,270,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/14/20,5.37,,0,0,0,,74,63,240,250,12.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/15/20,6.04,,0,0,0,,72,63,230,270,14.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/16/20,5.14,,0,0,0,,72,62,240,230,13,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/17/20,4.7,,0,0,0,,73,61,240,230,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/18/20,4.92,,0,0,0,,72,60,250,250,15,21,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/19/20,5.37,,0,0,0,,70,60,240,240,17,25.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/20/20,4.7,,0,0,0,,72,60,220,210,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/21/20,5.59,,0,0,0,,73,58,250,240,14.1,18.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/22/20,4.92,,0,0,0,,69,58,240,240,13,17,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/23/20,4.7,,0,0,0,,73,60,240,240,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/24/20,4.92,,0,0,0,,74,59,240,240,14.1,18.1,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/25/20,4.92,,0,0,0,,72,60,240,250,13,19.9,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/26/20,5.59,,0,0,0,,68,58,240,250,14.1,17,1,1,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/27/20,4.47,,0,0,0,,67,59,230,230,10.1,18.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/28/20,4.92,,0,0,0,,68,59,240,210,13,18.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/29/20,4.7,,0,0,0,,68,58,230,220,14.1,17,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/30/20,4.92,,0,0,0,,72,57,230,230,14.1,18.1,1,1,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",07/31/20,4.03,,0,0,0,,77,61,240,270,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/01/20,3.8,,0,0,0,,81,60,200,200,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/02/20,4.03,,0,0,,,74,63,220,230,10.1,14.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/03/20,4.7,,0,0,0,,72,64,210,,10.1,,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/04/20,4.25,,0,0,0,,74,63,220,260,12.1,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/05/20,4.92,,0,0,,,72,61,250,250,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/06/20,4.25,,0,0,0,,73,60,230,220,13,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/07/20,4.47,,0,0,0,,72,60,240,230,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/08/20,4.7,,0,0,0,,72,60,240,270,12.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/09/20,5.14,,0,0,0,,71,59,230,230,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/10/20,5.82,,0,0,0,,70,60,240,260,15,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/11/20,4.92,,0,0,0,,69,59,230,220,12.1,16.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/12/20,4.7,,0,0,0,,75,57,240,240,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/13/20,4.25,,0,0,0,,85,64,210,240,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/14/20,4.03,,0,0,0,,82,67,220,220,10.1,13,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/15/20,3.58,,0,0,0,,87,68,210,220,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/16/20,4.92,,0,0,0,,91,69,220,210,12.1,16.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/17/20,4.7,,0,0,0,,79,68,240,240,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/18/20,4.25,,0,0,0,,91,68,210,210,14.1,18.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/19/20,4.47,,0,0,0,,87,72,240,220,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/20/20,3.13,,0,0,0,,86,70,240,240,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/21/20,4.47,,0,0,0,,82,70,260,260,13,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/22/20,4.92,,0,0,0,,87,70,240,270,12.1,14.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/23/20,5.37,,0,0,0,,82,71,240,240,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/24/20,5.14,,0,0,0,,73,68,240,240,13,18.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/25/20,5.37,,0,0,0,,75,67,240,230,15,19,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/26/20,4.25,,0,0,0,,76,64,240,240,14.1,17,1,1,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/27/20,4.47,,0,0,0,,80,65,240,250,14.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/28/20,5.37,,0,0,0,,74,62,240,250,13,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/29/20,5.82,,0,0,0,,72,61,250,250,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/30/20,4.92,,0,0,0,,72,60,240,250,14.1,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",08/31/20,4.92,,0,0,0,,71,62,240,240,14.1,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/01/20,5.59,,0,0,0,,72,64,240,230,15,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/02/20,4.7,,0,0,0,,73,61,250,260,14.1,19.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/03/20,3.58,,0,0,0,,74,62,250,260,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/04/20,3.8,,0,0,0,,78,63,240,250,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/05/20,3.36,,0,0,0,,88,65,210,200,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/06/20,4.47,,0,0,0,,98,71,200,220,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/07/20,3.8,,0,0,0,,86,70,150,140,12.1,14.1,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/08/20,3.36,,0,0,0,,76,68,240,230,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/09/20,3.58,,0,0,0,,75,64,220,220,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/10/20,2.91,,0,0,0,,72,60,210,210,8.1,10.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/11/20,3.8,,0,0,0,,76,59,250,260,8.9,13,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/12/20,3.58,,0,0,0,,75,59,240,210,8.9,12.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/13/20,3.58,,0,0,0,,76,58,240,240,12.1,15,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/14/20,4.03,,0,0,0,,77,60,250,,10.1,,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/15/20,3.13,,0,,,,78,60,240,230,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/16/20,3.8,,0,,,,84,60,230,230,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/17/20,,,0,,,,83,59,,,,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/18/20,,,0,,,,86,62,,,,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/19/20,3.36,,0,,,,78,62,240,220,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/20/20,3.8,,0,,,,74,59,230,230,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/21/20,4.7,,0,,,,73,63,230,220,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/22/20,3.8,,0,,,,74,63,230,260,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/23/20,3.13,,0,,,,75,61,240,260,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/24/20,3.36,,0,,,,79,59,250,210,10.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/25/20,3.36,,0,,,,74,61,230,220,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/26/20,2.68,,0,,,,77,63,220,230,12.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/27/20,3.58,,0,,,,75,66,220,220,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/28/20,,,0,,,,76,64,240,250,12.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/29/20,4.25,,0,,,,87,63,210,220,16.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",09/30/20,,,0,,,,91,65,,,,,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/01/20,,,0,,,,92,65,230,220,12.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/02/20,4.03,,0,,,,91,67,230,210,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/03/20,2.68,,0,,,,84,64,230,220,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/04/20,2.91,,0,,,,86,61,210,210,13,8.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/05/20,2.91,,0,,,,82,62,240,240,15,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/06/20,3.13,,0,0,,,84,61,230,230,12.1,15,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/07/20,3.58,,0,0,0,,75,61,220,210,12.1,14.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/08/20,4.7,,0,0,0,,73,64,260,180,12.1,17,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/09/20,3.36,,0,0,0,,72,62,240,240,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/10/20,3.58,,0,0,0,,74,63,240,220,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/11/20,3.36,,0,0,0,,74,60,230,220,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/12/20,3.36,,0,0,0,,80,60,220,210,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/13/20,3.8,,0,0,0,,85,62,240,230,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/14/20,3.13,,0,0,0,,86,61,220,220,10.1,13,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/15/20,3.8,,0,0,0,,83,62,240,240,10.1,13,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/16/20,3.36,,0,0,0,,80,62,220,210,10.1,13,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/17/20,3.13,,0,0,0,,79,63,220,220,12.1,13,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/18/20,3.13,,0,0,0,,74,63,220,220,12.1,16.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/19/20,3.8,,0,0,0,,74,63,230,250,12.1,15,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/20/20,4.25,,0,0,0,,74,63,240,220,13,17,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/21/20,3.13,,0,0,0,,72,64,240,240,10.1,13,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/22/20,2.68,,0,0,0,,70,62,230,200,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/23/20,3.36,,0,0,0,,70,61,250,250,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/24/20,3.36,,0,0,0,,69,63,260,260,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/25/20,4.03,,0,0,0,,68,58,240,260,15,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/26/20,6.49,,0,0,0,,76,55,30,10,18.1,32,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/27/20,4.7,,0,0,0,,75,52,200,220,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/28/20,4.7,,0,0,0,,73,53,220,260,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/29/20,3.8,,0,0,0,,73,51,260,260,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/30/20,4.25,,0,0,0,,76,53,240,240,12.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",10/31/20,2.91,,0,0,0,,74,52,210,250,8.9,12.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/01/20,3.8,,0,0,0,,75,54,210,,10.1,,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/02/20,2.68,,0,0,0,,69,55,210,210,8.1,13,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/03/20,2.91,,0,0,0,,71,57,230,240,12.1,16.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/04/20,3.58,,0,0,0,,74,54,240,270,10.1,13,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/05/20,2.46,,0,0,0,,87,57,260,260,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/06/20,6.04,,0,0,0,,76,55,270,260,17,23,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/07/20,5.14,,0.06,,0,,59,49,240,230,21.9,31.1,,,1,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/08/20,8.05,,0,,0,,60,47,260,250,25.1,40.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/09/20,3.13,,0,0,0,,64,45,220,220,13,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/10/20,4.25,,0,0,0,,63,45,240,240,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/11/20,4.03,,0,0,0,,65,45,230,240,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/12/20,4.25,,0,0,0,,66,44,230,230,12.1,15,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/13/20,4.03,,0,0,0,,64,47,220,220,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/14/20,3.58,,0,0,0,,65,49,230,190,10.1,14.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/15/20,3.36,,0,0,0,,79,51,260,270,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/16/20,4.47,,0,0,0,,92,59,210,10,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/17/20,2.91,,0,0,0,,73,53,250,200,10.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/18/20,3.13,,0,0,0,,64,52,240,250,12.1,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/19/20,3.58,,0,0,0,,62,51,240,240,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/20/20,2.01,,0,0,0,,67,49,230,230,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/21/20,2.01,,0,0,0,,70,50,240,230,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/22/20,2.68,,0,0,0,,68,49,220,220,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/23/20,2.01,,0,0,0,,61,49,220,210,8.9,13,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/24/20,2.91,,0,0,0,,67,50,260,270,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",11/25/20,3.58,,0,0,0,,62,48,230,,8.9,,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/01/20,3.36,,,,,,73,47,210,200,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/02/20,3.8,,0,0,,,78,47,230,240,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/03/20,2.46,,0,0,0,,75,48,110,340,8.1,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/04/20,3.8,,0,0,0,,71,47,220,230,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/05/20,3.13,,0,0,0,,72,45,80,210,8.1,10.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/06/20,3.58,,0,0,0,,66,43,230,240,8.9,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/07/20,3.8,,0,0,0,,76,44,30,50,8.1,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/08/20,3.8,,0,0,0,,83,53,130,140,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/09/20,4.25,,0,0,0,,70,52,230,230,12.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/10/20,3.36,,0,,,,65,49,200,100,14.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/11/20,2.46,,0,,,,62,49,210,210,12.1,15,,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/12/20,3.58,,0,,,,67,46,360,10,16.1,28,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/13/20,3.58,,0,,,,71,48,260,270,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/14/20,6.93,,0,,,,66,50,360,350,17,27.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/15/20,4.92,,0,,,,69,47,220,220,15,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/16/20,4.25,,0,,,,70,47,230,220,10.1,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/17/20,4.47,,0,,,,62,48,240,230,15,23,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/18/20,3.8,,0,,,,63,48,240,250,12.1,18.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/19/20,3.8,,0,,,,71,45,260,250,8.9,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/20/20,3.58,,0,,,,74,46,260,270,8.1,11,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/21/20,3.58,,0,,,,78,51,250,270,8.9,13,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/22/20,3.58,,0,,,,67,48,220,230,8.9,12.1,1,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/23/20,2.24,,0,,,,68,48,10,10,10.1,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/24/20,6.49,,0.02,,,,63,56,20,10,14.1,19,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/25/20,4.03,,0,,,,73,51,260,260,13,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/26/20,3.13,,0,,,,64,45,250,260,10.1,16.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/27/20,4.03,,0.02,,,,64,50,210,220,21.9,32,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/28/20,4.92,,1.25,,,,55,45,230,220,23.9,36,1,,1,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/29/20,4.7,,0,,,,64,41,20,20,17,29.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/30/20,3.58,,0,,,,68,46,260,260,10.1,14.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",12/31/20,5.37,,0,,,,68,41,340,350,13,21.9,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/01/21,4.25,,0,,,,70,49,210,210,14.1,17,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/02/21,2.46,,0,,,,61,46,250,210,8.1,12.1,,,,,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/03/21,2.91,,0,,,,61,50,230,220,8.9,12.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/04/21,3.13,,0,,,,59,47,230,220,12.1,16.1,1,,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/05/21,2.24,,0,,,,57,48,230,260,10.1,14.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/06/21,2.01,,0,,,,67,46,230,210,8.1,10.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/07/21,2.24,,0,,,,67,43,270,190,13,18.1,1,1,,,,,1,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",01/08/21,5.82,,0,,,,69,45,350,360,21,36,1,,,,,,1,
